ZipCode/Item,,,,2022-0281 Bighorn Sheep Tag Drawing Application (Nonres),2022-0280 Bighorn Sheep Tag Drawing Application (Res),,2022-1500 Carrizo Plain ER - Chimineas Unit Apprentice Deer Draw Application,2022-1152 Deer Tag Drawing Application - 1st Deer (Lifetime Licensee),2022-1151 Deer Tag Drawing Application - 1st Deer (Nonres),2022-1150 Deer Tag Drawing Application - 1st Deer (Res),,2022-1161 Deer Tag Drawing Application - 2nd Deer (Nonres),2022-1160 Deer Tag Drawing Application - 2nd Deer (Res),,2022-0211 Elk Tag Drawing Application (Nonres),,2022-0210 Elk Tag Drawing Application (Res),,2022-6086 Hunter Education Instructor Only - Deer - Open Zone Drawing Application,,2022-0201 Pronghorn Antelope Tag Drawing Application (Nonres),2022-0200 Pronghorn Antelope Tag Drawing Application (Res),2022-1700 Tehama Wildlife Area G1 Deer Hunt Access Permit Application,2022-1131 Bear Tag (Nonres),2022-1132 Bear Tag (Res - Junior),2022-1130 Bear Tag (Res),2022-4511 Bighorn Sheep Tag (Nonres),2022-4510 Bighorn Sheep Tag (Res),2022-4513 Bighorn Sheep Tag - Fundraising (Nonres),2022-4512 Bighorn Sheep Tag - Fundraising (Res),2022-1542 Deer Exception Exchange 1st Deer Tag,2022-1543 Deer Exception Exchange 2nd Deer Tag,2022-1540 Deer Exchange 1st Deer Tag,2022-1541 Deer Exchange 2nd Deer Tag,2022-1341 Deer Tag  - 2nd Deer  (Nonres),2022-1342 Deer Tag  - 2nd Deer (Draw Issued),2022-1349 Deer Tag  - 2nd Deer (Unsuccessful Draw),2022-1344 Deer Tag  - Fundraising 2nd Deer  (Res),2022-1343 Deer Tag  - Military 2nd Deer  (Res),2022-1142 Deer Tag - 1st Deer (Draw Issued),2022-1143 Deer Tag - 1st Deer (Lifetime Licensee),2022-1141 Deer Tag - 1st Deer (Nonres),2022-1140 Deer Tag - 1st Deer (Res),2022-1149 Deer Tag - 1st Deer (Unsuccessful Draw),2022-9145 Deer Tag - 1st Deer Landowner (Lifetime Licensee),2022-1146 Deer Tag - 1st Deer Landowner (Nonres),2022-1145 Deer Tag - 1st Deer Landowner (Res),2022-9143 Deer Tag - 1st Deer Landowner (Unsuccessful Draw),2022-9144 Deer Tag - 1st Deer Military (Lifetime Licensee),2022-9142 Deer Tag - 1st Deer Military (Unsuccessful Draw),2022-1340 Deer Tag - 2nd Deer (Res),2022-1351 Deer Tag - 2nd Deer Landowner (Res),2022-9141 Deer Tag - Military 1st Deer (Nonres) ,2022-1144 Deer Tag - Military 1st Deer (Res),2022-3371 Elk Tag (Nonres),2022-3376 Elk Tag (Res - Junior),2022-3370 Elk Tag (Res),2022-3381 Elk Tag - Fundraising (Nonres),2022-3380 Elk Tag - Fundraising (Res),2022-3378 Elk Tag - Hunter Ed Instructor Incentive Program SHARE (Res),2022-3390 Elk Tag - Sec 555 Landowner (Res),2022-3375 Elk Tag - SHARE (Nonres),2022-3379 Elk Tag - SHARE (Res - Junior),2022-3374 Elk Tag - SHARE (Res),2022-5050 PLM Bear,2022-5000 PLM Deer Tag (Antlerless),2022-5010 PLM Deer Tag (Buck),2022-5110 PLM Deer Tag (Either-Sex),2022-5080 PLM Elk Tag (Antlerless),2022-5040 PLM Elk Tag (Bull),2022-5020 PLM Pronghorn Antelope Tag (Buck),2022-4331 Pronghorn Antelope Tag (Nonres),2022-4335 Pronghorn Antelope Tag (Res - Junior),2022-4330 Pronghorn Antelope Tag (Res),2022-4332 Pronghorn Antelope Tag - Fundraising (Res),2022-4711 Wild Pig Tag (Nonres),2022-4710 Wild Pig Tag (Res),2022-4717 Wild Pig Tag - Lifetime (up to 5 Free),"2022-6210 Big Game Tag Return Processing Fee (Antelope, Bighorn Sheep, and Elk)",2022-1190 Deer Tag Non-Reporting Fee,2022-1191 Deer Tag Non-Reporting Fee (Manual),2022-6807 Fundraising Donation - Bighorn Sheep,2022-6808 Fundraising Donation - Deer,2022-6805 Fundraising Donation - Elk,2022-6806 Fundraising Donation - Pronghorn Antelope,2022-1195 Offset Fee - Resident to Nonresident 1st Deer Tag,2022-7204 Refund - Nonresident 1st Deer Drawing Application,2022-7203 Refund - Nonresident 2nd Deer Drawing Application,2022-3320 Hunting License  - Disabled Veteran,2022-3321 Hunting License  - Recovering Service Member,2022-1110 Hunting License (Junior),2022-1117 Hunting License (Junior) - Lifetime,2022-1120 Hunting License (Nonres),2022-1100 Hunting License (Res),2022-1107 Hunting License - Lifetime,2022-1220 Hunting 1-Day License (Nonres) Game Bird Club,2022-1170 Hunting 2-Day License (Nonres),2022-3350 Disabled Archer Permit,2022-3351 Disabled Archer Permit - Temporary,2022-0150 Harvest Information Program (HIP) Validation,2022-7180 Hunter Education Certificate (Dup),2022-7505 Hunter Education Class Pre-Registration,2022-1457 SHARE Big Game Hunts Multi Choice Application,2022-1456 SHARE Bird Hunts Multi Choice Application,2022-1466 SHARE Elk Multi-Choice Draw Application,2022-1454 SHARE Elk Private Lands Management Area (PLM) Draw Application,2022-5060 PLM Turkey Tag,2022-5070 PLM Upland Game Bird Seal,2022-1600 Dove Hunt Drawing Application,2022-1607 Fall Turkey Hunt Drawing Application,2022-1602 Little Dry Creek Family Pheasant Hunt Drawing Application,2022-1601 Quail/Chukar Hunt Drawing Application,2022-1603 Spring Turkey Hunt Drawing Application - All Junior Hunts,2022-1606 Spring Turkey Hunt Drawing Application - Archery Only,2022-1605 Spring Turkey Hunt Drawing Application - Balance of Season,2022-1604 Spring Turkey Hunt Drawing Application - Opening Weekend,2022-1480 Upland Game Bird Validation,2022-1487 Upland Game Bird Validation- Lifetime,2022-1440 Type A Wildlife Area Season Pass,2022-1430 Type B Wildlife Area Season Pass ,2022-1411 Type A Wildlife Area Pass (1-Day),2022-1410 Type A Wildlife Area Pass (1-Day) - Two Day Package Constituent,2022-1420 Wildlife Area Pass (2-Day Package),2022-1494 Waterfowl Active Military and Veteran Weekend  Mobility Impaired Hunts Application,2022-1492 Waterfowl Active Military and Veteran Weekend Application,2022-1400 Waterfowl Multi Choice Application,2022-1401 Waterfowl Multi Choice Application (Mobility Impaired Hunts),2022-1490 Waterfowl Season Long Application,2022-1491 Waterfowl Season Long Application (Mobility Impaired Hunts),2022-1180 California Duck Validation,2022-1187 California Duck Validation - Lifetime,Grand Total
94590,,,,,,,,1,,52,,,,,,,3,,,,,2,,,1,77,,,,,,,,,,,,,,,1,,109,11,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,42,,,,,,,,,3,,8,,,248,6,,3,,,108,,,,,1,,,,,,,,,,,,118,1,7,3,19,36,18,,,18,11,177,,73,1,1322
94596,,,,,,,,,,15,,,,,,,4,,,,,3,,,1,20,,,,,,,,,,,,,,,2,1,55,8,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,3,105,5,,23,,,,,,,,,2,,10,,6,353,11,,3,1,,261,,1,,,,,,,,,,,,,,,213,4,13,4,34,60,30,,,,147,,,244,4,1666
94608,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,1,,,,,,,,,,,1,,,6,1,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,5,,38
94710,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,10,,,,,,6,,1,1,,,,,,,,,,,,,,8,,1,,1,,,,,,,64,,4,,111
94806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,3,2,1,,,,,,,1,,15
94903,,,,,4,,,,,18,,,,,,,6,,,,,7,,,1,21,,,,,,,,,,,,,,,1,2,98,4,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,64,5,,43,,,,,,,,,2,,19,,4,280,8,,1,3,,163,,,,,,,,,,,,,,,,,163,3,5,3,19,52,26,,,146,,50,,131,2,1409
94923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,8,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,34
94925,,,,,,,,2,,12,,,,,,,6,,,,,4,,,,12,,,,,,,,,,,,,,0,2,1,57,7,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,2,93,9,,16,,,,,,,,,2,,21,,7,274,11,,2,,,200,,1,,,,,,,,,,,,,,,165,11,5,,16,24,12,,,28,,106,,167,11,1321
94928,,,,,20,,,5,,200,,,5,,,,95,,,,,74,,,11,303,,,,,,,,,1,,2,,,0,11,7,884,77,,,,,,,557,,,,,,,,,,,,,1,,,,,,,,,,,,3,585,54,,264,,,,,,,,,24,,133,10,16,2009,41,,7,5,,1192,14,1,,,4,,,,,,1,,,,,,1039,10,32,1,124,354,177,,,90,,,,845,11,9299
94929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,1,,,3,,,,,,,,,,,,,,,,,4,,,,,2,1,,,,,,,2,,21
94931,,,,,1,,,,,7,,,,,,,3,,,,,1,,,,6,,,,,,,,,,,,,,,2,,25,2,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,14,10,,6,,,,,,,,,1,,2,,,57,2,,,,,17,,,,,,,,,,,,,,,,,20,1,1,,,2,1,,,8,,,,12,1,213
94945,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,8
94952,,,,,10,,,1,,32,,,,,,,18,,,,,17,,,,17,,,,,,,,,,,,,,,4,2,167,12,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,64,14,,59,,,,,,,,,,,17,3,2,238,12,,1,1,,94,1,,,,,,,,,,,,,,,,96,8,5,,11,18,9,,,,,,,75,6,1154
94954,,,,,3,,,,,33,,,,,,,20,,,,,6,,,4,47,,,,,,,,,,,,,,0,,,234,18,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,1,119,,,66,,,,,,,,,7,,20,1,3,395,6,,,2,,134,1,4,,,,,,,,,,,,,,,160,,3,3,17,40,20,,,22,,501,,121,,2139
94956,,,,,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,10,1,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,5,,,,,,,,,,,,,,23,1,,,,,9,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,9,,84
95002,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,6,,,,,,8,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,4,,25
95008,,,,,6,,,1,,22,,,,,,,13,,,,,11,,,2,27,,,,,,,,,,,,,,,,1,75,5,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,6,194,,,20,,,,,,,,,2,,17,,10,416,16,,4,,,320,4,,,,,,,,,,,,,,,,245,8,9,,27,64,32,,,,84,308,,237,7,2233
95010,,,,,,,,,,10,,,,,,,5,,,,,1,,,,18,,,,,,,,,,,,,,,,,73,4,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,3,178,5,,18,,,,,,,,,3,,20,,6,338,6,,3,2,,202,1,,,,,,,,,,,,,,,,181,2,21,1,34,98,49,,,,,72,,174,2,1560
95013,,,,,1,,,,,12,,,,,,,6,,,,,6,,,,5,,,,,,,,,,,,,,,,,12,3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,8,,,,,,,,,1,,3,,,69,1,,,3,,47,,,,,,,,,,,,,,,,,39,1,8,,4,18,9,,,78,,1,,35,1,407
95019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,1,,11
95020,,,,,,,,,,19,,,,,,,3,,,,,2,,,,21,,,,,,,,,,,,,,,,,91,5,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,24,,,,,,,,,2,,22,0,1,264,1,,2,,,135,,8,,,,,,,,,,,,,,,125,,11,,29,66,33,,,20,9,,,97,,1184
95023,,,,,10,,,2,,32,,,,,,,12,,,,,12,,,2,25,,,,,,,,,,,,,,,2,1,274,12,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,13,308,29,,94,,,,,,,,,12,,53,2,12,594,13,,1,,,236,2,4,,,,,,,,,,,,,,2,276,2,21,,52,116,58,,,61,,,,171,1,2623
95035,,,,,,,,,,2,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,7,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,20,,,,,,1,,1,,,,,,,,,,,,,,,10,,1,,,2,1,,,,,,,,,60
95037,,,,,2,,,,,23,,,,,,,7,,,,,7,,,3,31,,,,,,,,,,,,,,,4,2,100,18,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,5,172,24,,49,,,,,,,,,1,,22,2,5,311,11,,2,,,171,,1,,,10,,,,,,1,,,,,,148,5,12,,47,58,29,,,145,,78,,129,3,1691
95039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,,,,,,,,,,,,,8,,,,,,5,,,,,,,,,,,,,,,,,6,,,,,6,3,,,,,,,4,,47
95062,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,11,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,27,5,,2,,,,,,,,,2,,2,,1,31,2,,,,,13,,,,,,,,,,,,,,,,,14,1,,,2,6,3,,,,,,,12,,143
95066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,3,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,13
95076,,,,,1,,,,,17,,,,,,,2,,,,,2,,,,22,,,,,,,,,,,,,,,2,1,96,10,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,1,148,10,,23,,,,,,,,,3,,11,1,2,275,9,,2,1,,139,,,,,,,,,,,,,,,,,137,6,7,,29,50,25,,,140,,,,97,6,1328
95112,,,,,,,,,,4,,,,,,,1,,,,,1,,,,25,,,,,,,,,,,,,,,,,33,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,1,33,,,9,,,,,,,,,,,1,,1,93,1,,,,,41,,3,,,,,,,,,,,,,,,39,1,1,,7,24,12,,,38,,,,21,1,408
95117,,,,,1,,,,,14,,,,,,,5,,,,,4,,,,22,,,,,,,,,,,,,,,1,,47,2,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,2,118,5,,20,,,,,,,,,2,,4,0,5,221,5,,,1,,100,1,2,,,,,,,,,,,,,,,102,4,5,,20,26,13,,,12,,,,70,4,859
95118,,,,,11,,,,,84,,,,,,,31,,,,,19,,,3,161,,,,,,,,,1,,,,,0,9,3,353,22,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,14,589,43,,100,,,,,,,,,17,,85,3,16,1687,26,,15,3,,990,,,,,,,,,,,,,,,,,961,13,47,1,125,352,176,,,172,,579,,804,12,7684
95122,,,,,1,,,,,15,,,,,,,4,,,,,2,,,4,105,,,,,,,,,,,,,,,,,143,6,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,44,,,,,,,,,,,14,,,264,,,,,,90,1,,,,,,,,,,,,,,,,103,,4,,4,8,4,,,66,,3,,30,,1122
95123,,,,,2,,,,1,24,,,,,,,5,,,,,3,,,1,26,,,,,,,,,,,,,,,,,48,4,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,20,,,,,,,,,3,,7,,2,172,3,,1,,,80,1,,,,,,,,,,,,,,,,97,1,4,,16,38,19,,,224,,14,,51,1,986
95206,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,0,,,9,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,2,,,,,,,,,1,,5,10,,39,12,,,,,31,11,1,,,,,,,,,,,,,,,34,6,1,,4,2,1,,,,,,,10,,197
95207,,,,,,,,,,8,,,,,,,1,,,,,,,,2,22,,,,,,,,,,,,,,,,,35,3,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,8,,,,,,,,,4,,5,1,1,120,2,,1,,,53,,1,,,,,,,,,,,,,,,70,,,,10,12,6,,,,,,,23,,411
95210,,,,1,35,,,,1,125,,,,,1,,60,,,,1,41,,,7,210,,,,,,,,,,,,,,,,1,371,9,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,94,,,,,,,,,10,,72,4,8,1303,23,,10,8,,1095,6,,,,23,1,,,1,,,,,,,,977,14,19,1,25,116,58,,,259,11,,,498,12,5849
95212,,,,,,,,,,1,,,,,,,,,,,,,,,1,22,,,,,,,,,,,,,,,,,40,1,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,12,,,,,,,,,1,,3,,,120,1,,,,,16,,1,,,,,,,,,,,,,,,50,,,,5,4,2,,,,,,,1,,304
95219,,,,,5,,,,,54,,,,,,,19,,,,,16,,,4,146,,,,,,,,,,,,,,0,1,,213,13,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,2,126,4,,43,,,,,,,,,16,,82,1,34,843,8,,15,3,,614,2,1,,,,,,,,,,,,,,,581,4,29,2,71,188,94,,,12,112,24,,390,3,3892
95221,,,,,,,,,,1,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,26,1,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,7,,,,,,,,,1,,8,,,42,,,,,,16,,,,,,,,,,,,,,,,,28,,,,1,4,2,,,,,,,12,,183
95222,,,,,4,,,1,,20,,,1,,,,9,,,,,8,,,1,6,,,,,,,,,,,,,,,,,56,3,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,14,,,,,,,,,1,,3,,,82,2,,,,,23,,,,,,,,,,,,,,,,,41,,1,,,,,,,46,,,,9,,375
95223,,,,,1,,,,,7,,,,,,,2,,,,,2,,,1,38,,,,,,,,,,,,,,,1,,70,1,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,21,,,,,,,,,1,,3,,,105,2,,,2,,68,,,,,,,,,,,,,,,,,70,,1,,,,,,,,,,,16,,467
95228,,,,,,,,,,5,,,,,,,,,,,,,,,3,14,,,,,,,,,,,,,,,,,41,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,14,,,,,,,,,2,,7,,1,73,,,,,,17,,1,,,,,,,,,,,,,,,50,,2,,1,2,1,,,,,,,14,,275
95237,,,,,1,,,1,,8,,,,,,,5,,,,,4,,,,21,,,,,,,,,,,,,,,,1,45,2,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,18,,,,,,,,,,,19,2,1,140,5,,3,,1,144,,,,,,,,,,,,,,,,,134,2,3,,8,18,9,,,,,,,46,2,673
95240,,,,,,,,,,3,,,,,,,1,,,,,,,,1,4,,,,,,,,,,,,,,,,,16,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,3,,,,,,,,,,,8,,1,87,2,,1,,,48,,1,,,,,,,,,,,,,,,69,2,1,,2,2,1,,,,,,,27,2,296
95242,,,,,7,,,1,,41,,,,,,,12,,,,,11,,,1,57,,,,,,,,,,,,,,0,3,1,147,14,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,1,49,20,,50,,,,,,,,,9,,41,1,3,539,20,,6,3,,379,,,,,,,,,,,,,,,,1,379,12,5,,48,74,37,,,195,,,,218,10,2453
95246,,,,,1,,,,,6,,,,,,,4,,,,,5,,,3,16,,,,,,,,,,,,,,,1,1,70,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,25,,,,,,,,,1,,7,,1,84,2,,1,,,22,,,,,,,,,,,,,,,,,43,1,,,3,30,15,,,,,,,11,1,386
95247,,,,,,,,,,3,,,,,,,1,,,,,1,,,,12,,,,,,,,,,,,,,,,,13,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,4,,,23,,,,,,7,,,,,,,,,,,,,,,,,16,,0,,,,,,,,,,,5,,102
95252,,,,,3,,,,,9,,,,,,,5,,,,,4,,,2,46,,,,,,,,,,,,,,,,,118,9,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,41,,,,,,,,,4,,22,,2,212,0,,3,2,,78,2,2,,,1,1,,,,,,,,,,,151,,3,,4,20,10,,,16,,,,38,,893
95254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,7
95255,,,,,1,,,,,13,,,,,,,10,,,,,3,,,1,11,,,,,,,,,,,,,,,,,40,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,14,,,,,,,,,1,,9,,,57,,,,,,40,,,,,,,,,,,,,,,,,31,,,,2,4,2,,,,,,,5,,271
95301,,,,,2,,,2,1,119,,,,,,,17,,,,,7,,,7,95,,,,,,,,,,,,,,,2,,162,5,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,138,8,,64,,,,,,,,,9,,55,1,4,623,9,,3,11,,464,1,1,,,,,,,2,,,,,,,,411,4,40,,61,134,67,,,120,50,,,157,2,2960
95304,,,,,,,,,,1,,,,,,,,,,,,,,,1,17,,,,,,,,,,,,,,,,,33,3,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,8,,,,,,,,,2,,1,1,1,102,,,5,,,44,,,,,,,,,,,,,,,,,61,,2,,8,16,8,,,,,,,31,,381
95305,,,,,4,,,1,,42,,,2,,,,5,,,,,3,,,1,12,,,,,,,,,,,,,,0,,,20,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,18,,,,,,,,,2,,7,1,,66,1,,1,2,,53,,,,,,,,,,,,,,,,,42,1,2,,4,12,6,,,141,,,,13,1,502
95307,,,,,1,,,,,36,,,,,,,6,,,,,1,,,5,45,,,,,,,,,,,,,,,,,70,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,25,,,,,,,,,6,,12,1,1,187,,,1,3,,45,,2,,,,,,,,,,,,,,,89,,4,,2,26,13,,,,,,,20,,656
95311,,,,,1,,,,,15,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,14,2,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,3,,,32,,,,1,,1,,,,,,,,,,,,,,,,,15,,2,,3,,,,,128,,197,,1,,433
95320,,,,,3,,,1,,21,,,,,,,4,,,,,3,,,,15,,,,,,,,,,,,,,,1,,15,1,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,14,,,,,,,,,,,9,1,2,90,4,,,,,88,,1,,,,,,,,,,,,,,,72,1,7,,18,26,13,,,,,,,39,1,474
95321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,7
95322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,2,10,,,,,,5,,,,,,,,,,,,,,,,,10,,,,1,4,2,,,,,,,1,,43
95336,,,,,,,,,,2,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,1,,14
95337,,,,,14,,,,,253,,,1,,,,70,,,,,53,,1,14,304,,,,,,,,,,,,,,0,1,,508,22,,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,,,4,331,5,,162,,,,,,,,,37,,122,1,9,2022,18,,16,15,,1110,3,9,,,2,,,,4,,,,,,,,1239,8,88,1,129,404,202,,7,1740,142,55,,785,9,10219
95338,,,,,1,,,1,,27,,,,,,,1,,,,,1,,,2,25,,,,,,,,,,,,,,,1,,64,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,25,6,,23,,,,,,,,,8,,10,,,131,2,,,1,,42,,,,11,,,,,,,,,,,,,65,1,0,,5,8,4,,3,86,,,,5,1,591
95346,,,,,,,,,,14,,,,,,,1,,,,,1,,,1,6,,,,,,,,,,,,,,,,,11,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,1,,2,,,31,,,,1,,4,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,1,,114
95348,,,,,3,,,,,93,,,,,,,19,,,,,11,,,2,181,,,,,,,,,,,,,,,3,,333,2,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,2,209,15,,63,,,,,,,,,8,,69,4,3,1074,11,,4,10,1,788,5,5,,,,,,,,,,,,,,,778,5,35,1,72,140,70,,,100,,20,,177,2,4509
95350,,,,,7,,,,,146,,,,,,,26,,,,,18,,1,4,134,,,,,,,,,,,,,,0,1,1,231,7,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,2,117,5,,64,,,,,,,,,18,,47,1,3,871,4,,11,2,,494,1,2,,,,,,,,,,,,,,,505,,46,,102,284,142,,,15,44,,,303,,3784
95351,,,,,5,,,,1,70,,,1,,,,12,,,,,9,,,4,102,,,,,,,,,1,,,,,,1,,169,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,1,97,10,,65,,,,,,,,,2,,14,,1,419,4,,1,4,,246,,,,,,,,,2,,,,,,,,262,2,13,,31,114,57,,,,,,,61,2,1863
95355,,,,,,,,,,9,,,,,,,1,,,,,1,,,1,4,,,,,,,,,,,,,,,,,11,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,3,,,33,,,1,1,,16,,1,,,,,,,,,,,,,,,23,,1,,4,26,13,,,17,,,,6,,188
95356,,,,,,,,,,11,,,,,,,1,,,,,2,,,,7,,,,,,,,,,,,,,,,,9,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,6,,,,,,,,,,,4,,,52,,,,,,15,1,,,,,,,,,,,,,,,,27,,,,8,4,2,,,,,,,13,,168
